1769573781.910533 server started (50665): version 3.5a, socket /tmp/tmux-1000/default, protocol 8
1769573781.910548 on Linux 6.18.6-200.fc43.x86_64 #1 SMP PREEMPT_DYNAMIC Sun Jan 18 18:57:00 UTC 2026
1769573781.910558 using libevent 2.1.12-stable poll
1769573781.910563 using ncurses 6.5 20250614
1769573782.174335 format_expand1: result is: 0
1769573782.174340 format_replace: condition '#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}' is false
1769573782.174345 format_expand1: expanding format: #{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}
1769573782.174351 format_expand1: found #{}: ?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},
1769573782.174356 format_replace: condition is: #{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}
1769573782.174363 format_expand1: expanding format: #{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}
1769573782.174372 format_expand1: found #{}: &&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}
1769573782.174378 format_replace: modifier 0 is &&
1769573782.174383 format_expand1: expanding format: #{||:#{window_activity_flag},#{window_silence_flag}}
1769573782.174387 format_expand1: found #{}: ||:#{window_activity_flag},#{window_silence_flag}
1769573782.174392 format_replace: modifier 0 is ||
1769573782.174396 format_expand1: expanding format: #{window_activity_flag}
1769573782.174401 format_expand1: found #{}: window_activity_flag
1769573782.174407 format_replace: format 'window_activity_flag' found: 0
1769573782.174411 format_replace: replaced 'window_activity_flag' with '0'
1769573782.174416 format_expand1: result is: 0
1769573782.174420 format_expand1: expanding format: #{window_silence_flag}
1769573782.174424 format_expand1: found #{}: window_silence_flag
1769573782.174430 format_replace: format 'window_silence_flag' found: 0
1769573782.174434 format_replace: replaced 'window_silence_flag' with '0'
1769573782.174439 format_expand1: result is: 0
1769573782.174443 format_replace: compare || left is: 0
1769573782.174447 format_replace: compare || right is: 0
1769573782.174452 format_replace: replaced '||:#{window_activity_flag},#{window_silence_flag}' with '0'
1769573782.174456 format_expand1: result is: 0
1769573782.174461 format_expand1: expanding format: #{!=:#{E:window-status-activity-style},default}
1769573782.174465 format_expand1: found #{}: !=:#{E:window-status-activity-style},default
1769573782.174470 format_replace: modifier 0 is !=
1769573782.174474 format_expand1: expanding format: #{E:window-status-activity-style}
1769573782.174479 format_expand1: found #{}: E:window-status-activity-style
1769573782.174483 format_replace: modifier 0 is E
1769573782.174488 format_replace: format 'window-status-activity-style' found: reverse
1769573782.174492 format_expand1: expanding format: reverse
1769573782.174497 format_expand1: result is: reverse
1769573782.174501 format_replace: replaced 'E:window-status-activity-style' with 'reverse'
1769573782.174505 format_expand1: result is: reverse
1769573782.174510 format_expand1: expanding format: default
1769573782.174514 format_expand1: result is: default
1769573782.174518 format_replace: compare != left is: reverse
1769573782.174523 format_replace: compare != right is: default
1769573782.174527 format_replace: replaced '!=:#{E:window-status-activity-style},default' with '1'
1769573782.174532 format_expand1: result is: 1
1769573782.174536 format_replace: compare && left is: 0
1769573782.174540 format_replace: compare && right is: 1
1769573782.174545 format_replace: replaced '&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}' with '0'
1769573782.174549 format_expand1: result is: 0
1769573782.174555 format_replace: condition '#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}' is false
1769573782.174560 format_replace: replaced '?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},' with ''
1769573782.174565 format_expand1: result is: 
1769573782.174572 format_replace: replaced '?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}' with ''
1769573782.174577 format_expand1: found #*1[
1769573782.174581 format_expand1: found #{}: T:window-status-current-format
1769573782.174586 format_replace: modifier 0 is T
1769573782.174591 format_replace: format 'window-status-current-format' found: #I:#W#{?window_flags,#{window_flags}, }
1769573782.174596 format_expand1: expanding format: #I:#W#{?window_flags,#{window_flags}, }
1769573782.174603 format_expand1: found #I: window_index
1769573782.174611 format_replace: format 'window_index' found: 1
1769573782.174615 format_replace: replaced 'window_index' with '1'
1769573782.174619 format_expand1: found #W: window_name
1769573782.174625 format_replace: format 'window_name' found: fish
1769573782.174629 format_replace: replaced 'window_name' with 'fish'
1769573782.174634 format_expand1: found #{}: ?window_flags,#{window_flags}, 
1769573782.174638 format_replace: condition is: window_flags
1769573782.174644 format_replace: condition 'window_flags' found: *
1769573782.174648 format_replace: condition 'window_flags' is true
1769573782.174653 format_expand1: expanding format: #{window_flags}
1769573782.174657 format_expand1: found #{}: window_flags
1769573782.174663 format_replace: format 'window_flags' found: *
1769573782.174667 format_replace: replaced 'window_flags' with '*'
1769573782.174672 format_expand1: result is: *
1769573782.174676 format_replace: replaced '?window_flags,#{window_flags}, ' with '*'
1769573782.174681 format_expand1: result is: 1:fish*
1769573782.174685 format_replace: replaced 'T:window-status-current-format' with '1:fish*'
1769573782.174689 format_expand1: found #*1[
1769573782.174694 format_expand1: found #*1[
1769573782.174698 format_expand1: found #{}: ?window_end_flag,,#{window-status-separator}
1769573782.174703 format_replace: condition is: window_end_flag
1769573782.174708 format_replace: condition 'window_end_flag' found: 1
1769573782.174713 format_replace: condition 'window_end_flag' is true
1769573782.174717 format_replace: replaced '?window_end_flag,,#{window-status-separator}' with ''
1769573782.174722 format_expand1: result is: #[range=window|1 list=focus default]#[push-default]1:fish*#[pop-default]#[norange list=on default]
1769573782.174727 unref client 0x564fc42b2c70 (3 references)
1769573782.174741 format_replace: replaced 'W:#[range=window|#{window_index} #{E:window-status-style}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-format}#[pop-default]#[norange default]#{?window_end_flag,,#{window-status-separator}},#[range=window|#{window_index} list=focus #{?#{!=:#{E:window-status-current-style},default},#{E:window-status-current-style},#{E:window-status-style}}#{?#{&&:#{window_last_flag},#{!=:#{E:window-status-last-style},default}}, #{E:window-status-last-style},}#{?#{&&:#{window_bell_flag},#{!=:#{E:window-status-bell-style},default}}, #{E:window-status-bell-style},#{?#{&&:#{||:#{window_activity_flag},#{window_silence_flag}},#{!=:#{E:window-status-activity-style},default}}, #{E:window-status-activity-style},}}]#[push-default]#{T:window-status-current-format}#[pop-default]#[norange list=on default]#{?window_end_flag,,#{window-status-separator}}' with '#[range=window|1 list=focus default]#[push-default]1:fish*#[pop-default]#[norange list=on default]'
1769573782.174746 format_expand1: found #*1[
1769573782.174751 format_expand1: found #{}: E:status-right-style
1769573782.174755 format_replace: modifier 0 is E
1769573782.174761 format_replace: format 'status-right-style' found: default
1769573782.174765 format_expand1: expanding format: default
1769573782.174769 format_expand1: result is: default
1769573782.174773 format_replace: replaced 'E:status-right-style' with 'default'
1769573782.174778 format_expand1: found #*1[
1769573782.174783 format_expand1: found #{}: T;=/#{status-right-length}:status-right
1769573782.174787 format_expand1: expanding format: #{status-right-length}
1769573782.174792 format_expand1: found #{}: status-right-length
1769573782.174797 format_replace: format 'status-right-length' found: 40
1769573782.174802 format_replace: replaced 'status-right-length' with '40'
1769573782.174806 format_expand1: result is: 40
1769573782.174814 format_replace: modifier 0 is T
1769573782.174820 format_replace: modifier 1 is =
1769573782.174824 format_replace: modifier 1 argument 0: 40
1769573782.174830 format_replace: format 'status-right' found: #{?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,}"#{=21:pane_title}" %H:%M %d-%b-%y
1769573782.174835 format_expand1: expanding format: #{?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,}"#{=21:pane_title}" %H:%M %d-%b-%y
1769573782.174843 format_expand1: after time expanded: #{?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,}"#{=21:pane_title}" 01:16 28-ene-26
1769573782.174848 format_expand1: found #{}: ?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,
1769573782.174852 format_replace: condition is: window_bigger
1769573782.174858 format_replace: condition 'window_bigger' found: 0
1769573782.174862 format_replace: condition 'window_bigger' is false
1769573782.174867 format_replace: replaced '?window_bigger,[#{window_offset_x}#,#{window_offset_y}] ,' with ''
1769573782.174872 format_expand1: found #{}: =21:pane_title
1769573782.174876 format_expand1: expanding format: 21
1769573782.174880 format_expand1: result is: 21
1769573782.174884 format_replace: modifier 0 is =
1769573782.174889 format_replace: modifier 0 argument 0: 21
1769573782.174895 format_replace: format 'pane_title' found: ~/.c/tmux
1769573782.174899 format_replace: applied length limit 21: ~/.c/tmux
1769573782.174903 format_replace: replaced '=21:pane_title' with '~/.c/tmux'
1769573782.174908 format_expand1: result is: "~/.c/tmux" 01:16 28-ene-26
1769573782.174913 format_replace: applied length limit 40: "~/.c/tmux" 01:16 28-ene-26
1769573782.174917 format_replace: replaced 'T;=/#{status-right-length}:status-right' with '"~/.c/tmux" 01:16 28-ene-26'
1769573782.174922 format_expand1: found #*1[
1769573782.174926 format_expand1: found #*1[
1769573782.174934 format_expand1: result is: #[align=left range=left default]#[push-default][0] #[pop-default]#[norange default]#[list=on align=left]#[list=left-marker]<#[list=right-marker]>#[list=on]#[range=window|1 list=focus default]#[push-default]1:fish*#[pop-default]#[norange list=on default]#[nolist align=right range=right default]#[push-default]"~/.c/tmux" 01:16 28-ene-26#[pop-default]#[norange default]
1769573782.174944 screen_write_cursormove: from 147,0 to 0,0
1769573782.174951 format_draw: #[align=left range=left default]#[push-default][0] #[pop-default]#[norange default]#[list=on align=left]#[list=left-marker]<#[list=right-marker]>#[list=on]#[range=window|1 list=focus default]#[push-default]1:fish*#[pop-default]#[norange list=on default]#[nolist align=right range=right default]#[push-default]"~/.c/tmux" 01:16 28-ene-26#[pop-default]#[norange default]
1769573782.174961 screen_write_start: size 368x1, no pane
1769573782.174967 screen_write_start: size 368x1, no pane
1769573782.174974 screen_write_start: size 368x1, no pane
1769573782.174979 screen_write_start: size 368x1, no pane
1769573782.174985 screen_write_start: size 368x1, no pane
1769573782.174990 screen_write_start: size 368x1, no pane
1769573782.174996 screen_write_start: size 368x1, no pane
1769573782.175002 screen_write_start: size 368x1, no pane
1769573782.175008 style_parse: align=left range=left default
1769573782.175012 style_parse: align=left
1769573782.175017 style_parse: range=left
1769573782.175021 style_parse: default
1769573782.175027 format_draw: style 'align=left range=left default' -> 'range=left,align=left,fg=black,bg=green'
1769573782.175031 style_parse: push-default
1769573782.175035 style_parse: push-default
1769573782.175041 format_draw: style 'push-default' -> 'range=left,align=left,push-default,fg=black,bg=green'
1769573782.175045 style_parse: pop-default
1769573782.175049 style_parse: pop-default
1769573782.175054 format_draw: style 'pop-default' -> 'range=left,align=left,pop-default,fg=black,bg=green'
1769573782.175058 style_parse: norange default
1769573782.175062 style_parse: norange
1769573782.175066 style_parse: default
1769573782.175071 format_draw: style 'norange default' -> 'align=left,fg=black,bg=green'
1769573782.175079 style_parse: list=on align=left
1769573782.175085 style_parse: list=on
1769573782.175089 style_parse: align=left
1769573782.175094 format_draw: style 'list=on align=left' -> 'list=on,align=left,fg=black,bg=green'
1769573782.175099 format_draw: change LEFT -> LIST
1769573782.175103 style_parse: list=left-marker
1769573782.175107 style_parse: list=left-marker
1769573782.175112 format_draw: style 'list=left-marker' -> 'list=left-marker,align=left,fg=black,bg=green'
1769573782.175116 format_draw: change LIST -> LIST_LEFT
1769573782.175120 style_parse: list=right-marker
1769573782.175124 style_parse: list=right-marker
1769573782.175129 format_draw: style 'list=right-marker' -> 'list=right-marker,align=left,fg=black,bg=green'
1769573782.175134 format_draw: change LIST_LEFT -> LIST_RIGHT
1769573782.175138 style_parse: list=on
1769573782.175142 style_parse: list=on
1769573782.175147 format_draw: style 'list=on' -> 'list=on,align=left,fg=black,bg=green'
1769573782.175151 format_draw: change LIST_RIGHT -> LIST
1769573782.175155 style_parse: range=window|1 list=focus default
1769573782.175159 style_parse: range=window|1
1769573782.175164 style_parse: list=focus
1769573782.175168 style_parse: default
1769573782.175173 format_draw: style 'range=window|1 list=focus default' -> 'list=focus,range=window|1,align=left,fg=black,bg=green'
1769573782.175177 style_parse: push-default
1769573782.175182 style_parse: push-default
1769573782.175187 format_draw: style 'push-default' -> 'list=focus,range=window|1,align=left,push-default,fg=black,bg=green'
1769573782.175191 style_parse: pop-default
1769573782.175195 style_parse: pop-default
1769573782.175200 format_draw: style 'pop-default' -> 'list=focus,range=window|1,align=left,pop-default,fg=black,bg=green'
1769573782.175205 style_parse: norange list=on default
1769573782.175209 style_parse: norange
1769573782.175213 style_parse: list=on
1769573782.175217 style_parse: default
1769573782.175222 format_draw: style 'norange list=on default' -> 'list=on,align=left,fg=black,bg=green'
1769573782.175227 style_parse: nolist align=right range=right default
1769573782.175231 style_parse: nolist
1769573782.175235 style_parse: align=right
1769573782.175239 style_parse: range=right
1769573782.175243 style_parse: default
1769573782.175248 format_draw: style 'nolist align=right range=right default' -> 'range=right,align=right,fg=black,bg=green'
1769573782.175252 format_draw: change LIST -> RIGHT
1769573782.175257 style_parse: push-default
1769573782.175261 style_parse: push-default
1769573782.175266 format_draw: style 'push-default' -> 'range=right,align=right,push-default,fg=black,bg=green'
1769573782.175271 style_parse: pop-default
1769573782.175275 style_parse: pop-default
1769573782.175280 format_draw: style 'pop-default' -> 'range=right,align=right,pop-default,fg=black,bg=green'
1769573782.175284 style_parse: norange default
1769573782.175288 style_parse: norange
1769573782.175292 style_parse: default
1769573782.175297 format_draw: style 'norange default' -> 'align=right,fg=black,bg=green'
1769573782.175302 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1769573782.175306 format_draw: width LEFT is 4
1769573782.175310 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1769573782.175315 format_draw: width CENTRE is 0
1769573782.175319 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1769573782.175323 format_draw: width RIGHT is 27
1769573782.175328 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1769573782.175332 format_draw: width ABSOLUTE_CENTRE is 0
1769573782.175336 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1769573782.175340 format_draw: width LIST is 7
1769573782.175344 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1769573782.175349 format_draw: width LIST_LEFT is 1
1769573782.175353 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1769573782.175357 format_draw: width LIST_RIGHT is 1
1769573782.175361 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1769573782.175369 format_draw: width AFTER is 0
1769573782.175375 format_draw: focus 0-7
1769573782.175379 format_draw: range 1|0 is LEFT 0-5
1769573782.175384 format_draw: range 4|1 is LIST 0-8
1769573782.175388 format_draw: range 2|0 is RIGHT 0-28
1769573782.175393 screen_write_cursormove: from 0,0 to 0,0
1769573782.175397 screen_write_cursormove: from 0,0 to 120,0
1769573782.175402 screen_write_cursormove: from 120,0 to 11,0
1769573782.175406 screen_write_cursormove: from 11,0 to 65,0
1769573782.175411 screen_write_cursormove: from 65,0 to 4,0
1769573782.175415 screen_write_cursormove: from 4,0 to 73,0
1769573782.175419 format_draw: range left at 0-4
1769573782.175424 format_draw: range window|1 at 4-11
1769573782.175428 format_draw: range right at 120-147
1769573782.175433 screen_write_cursormove: from 73,0 to 0,0
1769573782.175438 screen_write_collect_flush: flushed 0 items (screen_write_stop)
1769573782.175442 unref client 0x564fc42b2c70 (2 references)
1769573782.175446 status_redraw exit: force=0, changed=1
1769573782.175452 screen_redraw_set_context: /dev/pts/0 @0 ox=0 oy=0 sx=147 sy=36 1/1
1769573782.175456 /dev/pts/0 sync start
1769573782.175461 /dev/pts/0: \033[?2026h
1769573782.175466 /dev/pts/0: \033[?25l
1769573782.175470 /dev/pts/0: current mode CURSOR,WRAP
1769573782.175474 /dev/pts/0: setting mode WRAP
1769573782.175478 /dev/pts/0: redrawing borders
1769573782.175483 screen_redraw_draw_borders: /dev/pts/0 @0
1769573782.175525 /dev/pts/0: redrawing status
1769573782.175530 screen_redraw_draw_status: /dev/pts/0 @0
1769573782.175534 tty_draw_line: px=0 py=0 nx=4294967295 atx=0 aty=0
1769573782.175539 tty_draw_line: defaults: fg=8, bg=8
1769573782.175546 /dev/pts/0: \033[30m
1769573782.175551 /dev/pts/0: \033[42m
1769573782.175555 /dev/pts/0: \033[H
1769573782.175560 /dev/pts/0: [0] 1:fish*                                                                                                             "~/.c/tmux" 01:16 28-ene-26
1769573782.175565 /dev/pts/0: \033(B\033[m
1769573782.175569 /dev/pts/0: \033[?12l\033[?25h
1769573782.175573 /dev/pts/0: current mode WRAP
1769573782.175578 /dev/pts/0: setting mode CURSOR,WRAP
1769573782.175582 /dev/pts/0: redraw added 192 bytes
1769573782.175587 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON
1769573782.175591 server_client_reset_state: cursor to 0,1
1769573782.175597 /dev/pts/0: \033[2;1H
1769573782.175601 /dev/pts/0: current mode CURSOR,WRAP
1769573782.175606 /dev/pts/0: setting mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON
1769573782.175610 /dev/pts/0 sync end
1769573782.175614 /dev/pts/0: \033[?2026l
1769573782.175619 server_client_check_pane_buffer: %0 has 50 minimum (of 50) bytes used
1769573782.175624 server_client_check_pane_buffer: pane %0 is on
1769573782.175629 @0 active pane changed
1769573782.175633 @0 name timer already queued (474209 left)
1769573782.175646 /dev/pts/0: wrote 206 bytes (of 206)
1769573782.175650 /dev/pts/0: waiting for redraw, 0 bytes left
1769573782.175658 %0 has 140 bytes
1769573782.175663 @0 alerts timer reset 0
1769573782.175668 screen_write_start_pane: size 147x36, pane %0 (at 0,0)
1769573782.175673 input_parse_buffer: %0 ground, 140 bytes: \033]133;A;click_events=1\a\033[J\033[1;38;2;180;190;254mdettmann\033[0m \033[1;36m~/.config/tmux\033[0m \033[1;38;2;166;227;161m\342\235\257\033[0m \033[38;2;205;214;244m\r\033[26C
1769573782.175678 input_enter_osc
1769573782.175683 input_end_bel
1769573782.175687 input_exit_osc: "133;A;click_events=1" (end BEL)
1769573782.175692 input_csi_dispatch: 'J' "" ""
1769573782.175697 /dev/pts/0 sync start
1769573782.175701 /dev/pts/0: \033[?2026h
1769573782.175707 screen_write_collect_flush: flushed 0 items (screen_write_clearendofscreen)
1769573782.175712 /dev/pts/0: \033[2;37r
1769573782.175717 tty_clear_area: /dev/pts/0, 147,35 at 0,2
1769573782.175721 /dev/pts/0: \033[3;1H
1769573782.175725 /dev/pts/0: \033[J
1769573782.175730 tty_clear_pane_line: /dev/pts/0, 147 at 0,0
1769573782.175734 tty_clear_line: /dev/pts/0, 147 at 0,1
1769573782.175742 /dev/pts/0: \033[A
1769573782.175749 /dev/pts/0: \033[K
1769573782.175754 input_csi_dispatch: 'm' "" "1;38;2;180;190;254"
1769573782.175759 parameter 0: number 1
1769573782.175763 parameter 1: number 38
1769573782.175767 parameter 2: number 2
1769573782.175771 parameter 3: number 180
1769573782.175775 parameter 4: number 190
1769573782.175779 parameter 5: number 254
1769573782.175785 screen_write_collect_end: 8 dettmann (at 0,0)
1769573782.175790 utf8_from_data: (1 1 d) -> 41000064
1769573782.175795 utf8_from_data: (1 1 d) -> 41000064
1769573782.175799 utf8_from_data: (1 1 d) -> 41000064
1769573782.175803 utf8_from_data: (1 1 d) -> 41000064
1769573782.175808 utf8_from_data: (1 1 d) -> 41000064
1769573782.175812 utf8_from_data: (1 1 d) -> 41000064
1769573782.175816 utf8_from_data: (1 1 d) -> 41000064
1769573782.175821 utf8_from_data: (1 1 d) -> 41000064
1769573782.175826 input_csi_dispatch: 'm' "" "0"
1769573782.175830 parameter 0: number 0
1769573782.175835 screen_write_collect_trim: 0x564fc425dd00 0-7 before 8-8
1769573782.175839 screen_write_collect_end: 1   (at 8,0)
1769573782.175844 input_csi_dispatch: 'm' "" "1;36"
1769573782.175849 parameter 0: number 1
1769573782.175853 parameter 1: number 36
1769573782.175858 screen_write_collect_trim: 0x564fc425dd00 0-7 before 9-22
1769573782.175862 screen_write_collect_trim: 0x564fc42a6e30 8-8 before 9-22
1769573782.175866 screen_write_collect_end: 14 ~/.config/tmux (at 9,0)
1769573782.175871 input_csi_dispatch: 'm' "" "0"
1769573782.175875 parameter 0: number 0
1769573782.175880 screen_write_collect_trim: 0x564fc425dd00 0-7 before 23-23
1769573782.175884 screen_write_collect_trim: 0x564fc42a6e30 8-8 before 23-23
1769573782.175889 screen_write_collect_trim: 0x564fc4257c30 9-22 before 23-23
1769573782.175893 screen_write_collect_end: 1   (at 23,0)
1769573782.175898 input_csi_dispatch: 'm' "" "1;38;2;166;227;161"
1769573782.175903 parameter 0: number 1
1769573782.175907 parameter 1: number 38
1769573782.175911 parameter 2: number 2
1769573782.175915 parameter 3: number 166
1769573782.175919 parameter 4: number 227
1769573782.175923 parameter 5: number 161
1769573782.175929 UTF-8 \342\235\257 is 0276F
1769573782.175934 wcwidth(0276F) returned 1
1769573782.175938 input_top_bit_set 3 '\342\235\257' (width 1)
1769573782.175945 /dev/pts/0: \033[38:2:180:190:254m
1769573782.175949 /dev/pts/0: \033[1m
1769573782.175961 /dev/pts/0: dettmann
1769573782.175966 /dev/pts/0: \033(B\033[m
1769573782.175970 /dev/pts/0:  
1769573782.175975 /dev/pts/0: \033[36m
1769573782.175980 /dev/pts/0: \033[1m
1769573782.175984 /dev/pts/0: ~/.config/tmux
1769573782.175988 /dev/pts/0: \033(B\033[m
1769573782.175992 /dev/pts/0:  
1769573782.175997 screen_write_collect_flush: flushed 4 items (screen_write_collect_add)
1769573782.176002 screen_write_combine: character \342\235\257 at 24,0 (width 1)
1769573782.176006 UTF-8 \342\235\257 is 0276F
1769573782.176011 utf8_from_data: (1 3 \342\235\257) -> 43af9de2
1769573782.176016 /dev/pts/0: \033[38:2:166:227:161m
1769573782.176020 /dev/pts/0: \033[1m
1769573782.176024 /dev/pts/0: \342\235\257
1769573782.176029 input_csi_dispatch: 'm' "" "0"
1769573782.176034 parameter 0: number 0
1769573782.176038 screen_write_collect_end: 1   (at 25,0)
1769573782.176043 input_csi_dispatch: 'm' "" "38;2;205;214;244"
1769573782.176048 parameter 0: number 38
1769573782.176052 parameter 1: number 2
1769573782.176056 parameter 2: number 205
1769573782.176060 parameter 3: number 214
1769573782.176064 parameter 4: number 244
1769573782.176068 input_c0_dispatch: '\r'
1769573782.176073 input_csi_dispatch: 'C' "" "26"
1769573782.176077 parameter 0: number 26
1769573782.176082 /dev/pts/0: \033(B\033[m
1769573782.176086 /dev/pts/0:  
1769573782.176091 screen_write_collect_flush: flushed 1 items (screen_write_stop)
1769573782.176099 cmdq_next <global>: empty
1769573782.176103 cmdq_next </dev/pts/0>: empty
1769573782.176108 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON
1769573782.176113 /dev/pts/0: \033[1;37r
1769573782.176122 server_client_reset_state: cursor to 26,1
1769573782.176128 /dev/pts/0: \033[2;27H
1769573782.176135 /dev/pts/0 sync end
1769573782.176140 /dev/pts/0: \033[?2026l
1769573782.176144 server_client_check_pane_buffer: %0 has 140 minimum (of 140) bytes used
1769573782.176149 server_client_check_pane_buffer: pane %0 is on
1769573782.176154 @0 active pane changed
1769573782.176158 @0 name timer already queued (473684 left)
1769573782.176168 /dev/pts/0: wrote 153 bytes (of 153)
1769573782.176173 cmdq_next <global>: empty
1769573782.176177 cmdq_next </dev/pts/0>: empty
1769573782.176182 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON
1769573782.176186 server_client_reset_state: cursor to 26,1
1769573782.176191 server_client_check_pane_buffer: pane %0 is on
1769573782.176195 @0 active pane changed
1769573782.176199 @0 name timer already queued (473642 left)
1769573782.185263 cmdq_next <global>: empty
1769573782.185270 cmdq_next </dev/pts/0>: empty
1769573782.185275 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON
1769573782.185280 server_client_reset_state: cursor to 26,1
1769573782.185284 server_client_check_pane_buffer: pane %0 is on
1769573782.185289 @0 active pane changed
1769573782.185293 @0 name timer already queued (464548 left)
1769573782.650788 @0 name timer expired
1769573782.650804 cmdq_next <global>: empty
1769573782.650810 cmdq_next </dev/pts/0>: empty
1769573782.650818 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON
1769573782.650824 server_client_reset_state: cursor to 26,1
1769573782.650831 server_client_check_pane_buffer: pane %0 is on
1769573782.650837 @0 active pane changed
1769573782.650844 format_expand1: expanding format: #{?pane_in_mode,[tmux],#{pane_current_command}}#{?pane_dead,[dead],}
1769573782.650850 format_expand1: found #{}: ?pane_in_mode,[tmux],#{pane_current_command}
1769573782.650855 format_replace: condition is: pane_in_mode
1769573782.650865 format_replace: condition 'pane_in_mode' found: 0
1769573782.650870 format_replace: condition 'pane_in_mode' is false
1769573782.650874 format_expand1: expanding format: #{pane_current_command}
1769573782.650879 format_expand1: found #{}: pane_current_command
1769573782.650910 format_replace: format 'pane_current_command' found: fish
1769573782.650916 format_replace: replaced 'pane_current_command' with 'fish'
1769573782.650921 format_expand1: result is: fish
1769573782.650926 format_replace: replaced '?pane_in_mode,[tmux],#{pane_current_command}' with 'fish'
1769573782.650931 format_expand1: found #{}: ?pane_dead,[dead],
1769573782.650935 format_replace: condition is: pane_dead
1769573782.650941 format_replace: condition 'pane_dead' found: 0
1769573782.650945 format_replace: condition 'pane_dead' is false
1769573782.650950 format_replace: replaced '?pane_dead,[dead],' with ''
1769573782.650961 format_expand1: result is: fish
1769573782.650966 @0 name not changed (still fish)
1769573783.360706 /dev/pts/0: read 1 bytes (already 0)
1769573783.360724 /dev/pts/0: keys are 1 (:)
1769573783.360731 /dev/pts/0: next key is 1 (:) (expired=0)
1769573783.360737 /dev/pts/0: complete key : 0x3a
1769573783.360745 cmdq_append </dev/pts/0>: [server_client_key_callback/0x564fc42c50c0]
1769573783.360751 cmdq_next <global>: empty
1769573783.360755 cmdq_next </dev/pts/0>: enter
1769573783.360760 cmdq_next </dev/pts/0>: [server_client_key_callback/0x564fc42c50c0] (1), flags 0
1769573783.360766 session $0 0 activity 1769573783.360765 (last 1769573782.156449)
1769573783.360773 cmd_find_from_client: s=$0 0
1769573783.360778 cmd_find_from_client: wl=1 1 w=@0 fish
1769573783.360782 cmd_find_from_client: wp=%0
1769573783.360787 cmd_find_from_client: idx=none
1769573783.360792 session 0 not pasting
1769573783.360798 key table root (pane %0)
1769573783.360803 key table root (pane %0)
1769573783.360807 not found in key table root
1769573783.360814 writing key 0x3a (:) to %0
1769573783.360818 input_key: :
1769573783.360826 unref client 0x564fc42b2c70 (2 references)
1769573783.360842 cmdq_next </dev/pts/0>: exit (empty)
1769573783.360852 cmdq_next <global>: empty
1769573783.360857 cmdq_next </dev/pts/0>: empty
1769573783.360863 server_client_reset_state: client /dev/pts/0 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON
1769573783.360868 server_client_reset_state: cursor to 26,1
1769573783.360874 server_client_check_pane_buffer: pane %0 is on
1769573783.360880 @0 active pane not changed
